Kodu,Parfüm Adı,Cinsiyet,Esans,Alkol,Toplam Stok,Fiyat MG/$/KG,Fiyat TL/50 GR,bas_notalar,kalp_notalar,dip_notalar,mevsim,gunun_zamani,ortam,kiyafet_stili,koku_ailesi,koku_yogunlugu,duygusal_etiketler,aciklama_tr
V-164,Victoria's Secret - Bombshell,Kadın,,,200.0,,,"Ahududu, Mandalina, Yaban Mersini","Orkide, Yasemin, Şakayık","Vanilya, Misk, Sedir","İlkbahar,Yaz",Gündüz,"Günlük,Ofis,Romantik","Casual,Şık","Çiçeksi,Gourmand",Orta,"canlı,neşeli,çekici","Bombshell, taze meyve ve çiçek notalarının enerjik karışımıyla genç ve dinamik bir koku sunar."
V-170-,Victor Rolf - Spice Bomb,Unisex,,,60.0,,,"Biber, Greyfurt, Tarhun","Tarçın, Deri, Tütün","Vetiver, Tabak, Kahve","Sonbahar,Kış",Gece,"Gece Hayatı,Özel Davet","Şık,Formal","Odunsu,Oryantal,Deri",Çok Yoğun,"güçlü,maskülen,karizmatik","Spice Bomb, baharatlı ve odunsu notalarıyla etkileyici ve cesur bir unisex parfümdür."
X-100,Xerjoff - Comandante,Unisex,,,0.0,88,,"Bergamot, Limon, Tarhun","Lavanta, Gül, Yasemin","Sedir, Misk, Amber","İlkbahar,Sonbahar","Gündüz,Gece","Ofis,Özel Davet,Açık Hava","Klasik,Formal","Narenciye,Çiçeksi,Odunsu",Orta,"zarif,klasik,ferah","Comandante, narenciye ve çiçek notalarının dengeli birleşimiyle sofistike ve zarif bir unisex kokudur."
X-101,Xerjoff - 1861 Naxos,Unisex,,,100.0,110,,"Bergamot, Tarçın, Bal","Lavanta, Yasemin, Nane","Tütün, Vanilya, Tonka Fasulyesi","Sonbahar,Kış",Gece,"Özel Davet,Gece Hayatı","Şık,Formal","Oryantal,Odunsu,Gourmand",Çok Yoğun,"lüks,çekici,gizemli","1861 Naxos, sıcak baharat ve tatlı notalarıyla lüks ve etkileyici bir unisex parfümdür."
X-102,Xerjoff - Alexandria ııı,Unisex,,,200.0,188,,"Bergamot, Lavanta, Tarçın","Gül, Yasemin, Sedir","Amber, Vanilya, Misk","Sonbahar,Kış",Gece,"Özel Davet,Gece Hayatı","Şık,Formal",Oryantal,Yoğun,"gizemli,çekici,lüks","Alexandria III, zengin ve sofistike bir oryantal koku. Gece kullanımı için ideal, kalıcı ve etkileyici."
X-103,Xerjoff – Casamorati L CASAFutura 1888,Unisex,,,200.0,155,,"Limon, Nane, Ananas","Yasemin, Menekşe, Tarçın","Paçuli, Misk, Amber","İlkbahar,Yaz","Gündüz,Gece","Günlük,Ofis,Özel Davet","Casual,Şık","Narenciye,Çiçeksi",Orta,"canlandırıcı,ferah,enerjik","Casamorati L CASAFutura 1888, taze ve canlı narenciye notalarıyla enerjik bir koku. Hem gündüz hem gece kullanıma uygun."
X-104,Xerjoff – Casamorati Lira 1888,Kadın,,,150.0,58,,"Bergamot, Mandalina, Şeftali","Gül, Yasemin, Menekşe","Sedir, Vanilya, Misk","İlkbahar,Sonbahar","Gündüz,Gece","Romantik,Özel Davet","Şık,Formal","Çiçeksi,Odunsu",Orta,"zarif,romantik,şık","Casamorati Lira 1888, çiçeksi ve odunsu notaların dengesiyle feminen ve sofistike bir koku sunar."
X-105,Xerjoff - Don U200,Erkek,,,100.0,,,"Bergamot, Limon, Biber","Lavanta, Sardunya, Tarçın","Paçuli, Vetiver, Amber","Sonbahar,Kış",Gece,"Ofis,Gece Hayatı","Formal,Şık","Odunsu,Aromatik",Orta,"güçlü,karizmatik,maskülen","Don U200, odunsu ve aromatik notaların birleşimiyle erkeksi ve etkileyici bir koku deneyimi sunar."
X-106,Xerjoff – Elle Anniversary,Kadın,,,0.0,98,,"Bergamot, Mandalina, Yeşil Notlar","Yasemin, Gül, Frezya","Misk, Amber, Sandal Ağacı","İlkbahar,Yaz",Gündüz,"Günlük,Ofis","Casual,Şık","Çiçeksi,Taze",Hafif,"neşeli,taze,ferah","Elle Anniversary, hafif ve ferah çiçeksi notalarla günlük kullanıma uygun, enerjik bir kadın kokusu."
X-107,Xerjoff - Italica U203,Unisex,,,300.0,65,,"Bergamot, Limon, Nane","Lavanta, Yasemin, Tarçın","Amber, Misk, Sedir","İlkbahar,Sonbahar",Her İkisi,"Ofis,Günlük,Özel Davet","Casual,Formal","Narenciye,Oryantal",Orta,"ferah,zarif,klasik","Italica U203, narenciye ve baharat notalarının dengesiyle hem gündüz hem gece kullanıma uygun unisex bir koku."
X-108,Xerjoff - Kind Of Blue LU206,Unisex,,,500.0,65,,"Bergamot, Mandalina, Yeşil Notlar","Lavanta, Yasemin, Tarçın","Sedir, Amber, Misk","İlkbahar,Yaz",Gündüz,"Günlük,Ofis,Açık Hava","Casual,Bohem","Narenciye,Aromatik",Hafif,"canlandırıcı,ferah,enerjik","Kind Of Blue LU206, taze narenciye ve aromatik notalarla yaz ve ilkbahar için ideal, hafif unisex bir koku."
X-109,Xerjoff - More than words,Unisex,,,200.0,270,,"Bergamot, Limon, Ananas","Yasemin, Gül, Tarçın","Paçuli, Amber, Misk","İlkbahar,Sonbahar",Her İkisi,"Günlük,Özel Davet","Şık,Formal","Narenciye,Oryantal",Orta,"zarif,romantik,çekici","More than words, dengeli narenciye ve oryantal notalarla hem gündüz hem gece kullanıma uygun unisex bir parfüm."
X-110,Xerjoff - Opera,Unisex,,,300.0,120,,"Bergamot, Limon, Nane","Yasemin, Gül, Tarçın","Amber, Vanilya, Misk","Sonbahar,Kış",Gece,"Özel Davet,Gece Hayatı","Şık,Formal","Oryantal,Çiçeksi",Yoğun,"gizemli,lüks,çekici","Opera, zengin oryantal ve çiçeksi notalarla özel anlar için tasarlanmış sofistike bir unisex koku."
X-111,Xerjoff - Torino 21 U218,Unisex,,,400.0,110,,"Bergamot, Limon, Yeşil Notlar","Lavanta, Yasemin, Tarçın","Sedir, Amber, Misk","İlkbahar,Sonbahar",Her İkisi,"Ofis,Günlük,Özel Davet","Casual,Formal","Narenciye,Aromatik",Orta,"ferah,zarif,klasik","Torino 21 U218, narenciye ve aromatik notaların dengesiyle her ortamda kullanılabilecek unisex bir koku."
X-112,Xerjoff - Uden Overdose,Erkek,,,400.0,285,,"Bergamot, Limon, Biber","Lavanta, Tarçın, Sardunya","Paçuli, Vetiver, Amber","Sonbahar,Kış",Gece,"Gece Hayatı,Özel Davet","Formal,Şık","Odunsu,Aromatik",Yoğun,"güçlü,maskülen,karizmatik","Uden Overdose, yoğun odunsu ve aromatik notalarla erkeksi ve etkileyici bir gece kokusu."
X-113,Xerjoff - Alexandria ıı,Unisex,,,1000.0,306,,"Bergamot, Lavanta, Tarçın","Gül, Yasemin, Sedir","Amber, Vanilya, Misk","Sonbahar,Kış",Gece,"Özel Davet,Gece Hayatı","Şık,Formal",Oryantal,Yoğun,"gizemli,çekici,lüks","Alexandria II, zengin ve sofistike bir oryantal koku. Gece kullanımı için ideal, kalıcı ve etkileyici."
X-114,Xerjoff - Apollonia,Unisex,,,100.0,,,"Bergamot, Limon, Nane","Yasemin, Gül, Tarçın","Paçuli, Amber, Misk","İlkbahar,Sonbahar",Her İkisi,"Günlük,Özel Davet","Şık,Formal","Narenciye,Oryantal",Orta,"zarif,romantik,çekici","Apollonia, dengeli narenciye ve oryantal notalarla hem gündüz hem gece kullanıma uygun unisex bir parfüm."
X-115,Xerjoff - Starlight,Unisex,,,100.0,,,"Bergamot, Limon, Yeşil Notlar","Lavanta, Yasemin, Tarçın","Sedir, Amber, Misk","İlkbahar,Sonbahar",Her İkisi,"Ofis,Günlük,Özel Davet","Casual,Formal","Narenciye,Aromatik",Orta,"ferah,zarif,klasik","Starlight, narenciye ve aromatik notaların dengesiyle her ortamda kullanılabilecek unisex bir koku."
X-116,Xerjoff - Accento,Unisex,,,100.0,,,"Bergamot, Limon, Biber","Lavanta, Tarçın, Sardunya","Paçuli, Vetiver, Amber","Sonbahar,Kış",Gece,"Gece Hayatı,Özel Davet","Formal,Şık","Odunsu,Aromatik",Yoğun,"güçlü,maskülen,karizmatik","Accento, yoğun odunsu ve aromatik notalarla erkeksi ve etkileyici bir gece kokusu."
X-117,Xerjoff - Fatal Charme,Unisex,,,100.0,,,"Bergamot, Nane, Karanfil","Yasemin, Gül, Tarçın","Paçuli, Vanilya, Amber","Sonbahar,Kış",Gece,"Özel Davet,Gece Hayatı,Romantik","Şık,Formal","Oryantal,Çiçeksi",Çok Yoğun,"Çekici, Gizemli, Lüks, Tutkulu","Fatal Charme, yoğun ve baştan çıkarıcı bir oryantal çiçeksi koku. Özel anlar için ideal, sofistike ve etkileyici."
X-118,Xerjoff - 40 Knots,Unisex,,,100.0,,,"Bergamot, Limon, Lavanta","Gül, Yasemin, Sardunya","Misk, Amber, Sandal Ağacı","İlkbahar,Yaz","Gündüz,Gece","Günlük,Ofis,Açık Hava","Casual,Sportif","Narenciye,Çiçeksi,Aromatik",Orta,"Ferah, Enerjik, Canlandırıcı, Modern","40 Knots, ferah ve enerjik narenciye aromatik bir koku. Günlük kullanım için ideal, dinamik ve taze."
Y-120,Yves Saint Laurent - Libre,Kadın,,,750.0,,,"Lavanta, Mandalina, Portakal Çiçeği","Yasemin, Vanilya, İris","Sedir, Misk, Ambergris","İlkbahar,Sonbahar","Gündüz,Gece","Ofis,Özel Davet,Romantik","Şık,Formal","Çiçeksi,Odunsu",Orta,"Özgür, Zarif, Güçlü, Feminen","Libre, özgürlük ve zarafeti yansıtan modern bir çiçeksi koku. Hem gündüz hem gece kullanıma uygun, sofistike ve feminen."
Y-121,Yves Saint Laurent - Black Opium,Kadın,,,200.0,128,,"Kahve, Pembe Biber, Portakal Çiçeği","Jasmin, Yasemin, Vanilya","Paçuli, Sedir, Vanilya","Sonbahar,Kış",Gece,"Gece Hayatı,Özel Davet,Romantik","Şık,Formal","Gourmand,Oryantal,Çiçeksi",Yoğun,"Baş döndürücü, Çekici, Gizemli, Tutkulu","Black Opium, kahve ve vanilya notalarıyla baş döndürücü ve çekici bir gourmand koku. Gece kullanımı için ideal, etkileyici ve sıcak."
Y-122,Yves Saint Laurent- Libre Intense K256,Kadın,,,330.0,158,,"Lavanta, Mandalina, Portakal Çiçeği","Yasemin, Vanilya, İris","Sedir, Misk, Ambergris","Sonbahar,Kış",Gece,"Özel Davet,Gece Hayatı,Romantik","Şık,Formal","Çiçeksi,Odunsu",Çok Yoğun,"Yoğun, Güçlü, Lüks, Feminen","Libre Intense K256, Libre'nin daha yoğun ve kalıcı versiyonu. Güçlü ve lüks bir çiçeksi odunsu koku."
Y-123,Yves Saint Laurent- Myslf,Erkek,,,70.0,88,,"Bergamot, Greyfurt, Nane","Lavanta, Adaçayı, Biber","Vetiver, Paçuli, Misk","İlkbahar,Yaz",Gündüz,"Ofis,Günlük,Açık Hava","Casual,Sportif","Aromatik, Narenciye, Odunsu",Orta,"Dinamik, Ferah, Modern, Enerjik","Myslf, ferah ve dinamik aromatik narenciye kokusu. Günlük kullanım için ideal, modern ve enerjik."
Y-124,Yves Saint Laurent- Supreme Bouquet,Unisex,,,80.0,150,,"Bergamot, Siyah Frenk Üzümü, Mandalina","Gül, Yasemin, Menekşe","Paçuli, Amber, Misk","İlkbahar,Sonbahar",Her İkisi,"Ofis,Özel Davet,Romantik","Şık,Formal","Çiçeksi,Odunsu",Orta,"Zarif, Romantik, Güçlü, Feminen","Supreme Bouquet, zarif ve romantik çiçeksi odunsu koku. Hem gündüz hem gece kullanıma uygun, sofistike ve feminen."
Y-125,Yves Saint Laurent - La Nuit De L'Homme,Erkek,,,450.0,118,,"Kakule, Bergamot, Lavanta","Sedir, Vetiver, Karanfil","Kakao, Amber, Misk","Sonbahar,Kış",Gece,"Gece Hayatı,Özel Davet,Ofis","Şık,Formal","Odunsu,Aromatik,Oryantal",Yoğun,"Çekici, Gizemli, Güçlü, Maskülen","La Nuit De L'Homme, odunsu aromatik ve gizemli bir erkek kokusu. Gece kullanımı için ideal, çekici ve sofistike."
Y-126,Yves Saint Laurent - La Nuit De L homme Blue Electrique,Erkek,,,80.0,112,,"Bergamot, Lavanta, Biber","Sedir, Vetiver, Paçuli","Amber, Misk, Tonka Fasulyesi","İlkbahar,Sonbahar","Gündüz,Gece","Ofis,Günlük,Gece Hayatı","Casual,Şık","Odunsu,Aromatik",Orta,"Enerjik, Modern, Canlı, Maskülen","La Nuit De L'homme Blue Electrique, taze ve enerjik odunsu aromatik koku. Hem gündüz hem gece kullanıma uygun, dinamik ve modern."
Y-127,Yves Saint Laurent - Y,Erkek,,,0.0,,,"Bergamot, Elma, Armut","Adaçayı, Zencefil, Fesleğen","Sedir, Misk, Amberwood","İlkbahar,Yaz",Gündüz,"Ofis,Günlük,Açık Hava","Casual,Sportif","Aromatik, Odunsu, Narenciye",Orta,"Taze, Enerjik, Modern, Dinamik","Y, taze ve modern aromatik odunsu erkek parfümü. Günlük kullanım için ideal, enerjik ve ferah."
Y-128*,Yves Saint Laurent - Libre Flowers & Flames,Kadın,,,200.0,,,"Portakal Çiçeği, Mandalina, Bergamot","Yasemin, Gül, Şakayık","Misk, Sedir, Amber","İlkbahar,Yaz",Gündüz,"Günlük,Açık Hava,Ofis","Casual,Şık","Çiçeksi,Narenciye,Odunsu",Orta,"Neşeli, Canlı, Ferah, Zarif","Libre Flowers & Flames, taze ve çiçeksi narenciye kokusu. Gündüz kullanımı için ideal, neşeli ve zarif."
